mouseid,SEX,PGM,PCTT10,TOTDIST,TOTREAR,AMBEPIS,AVGVELO,PCTREST,ACTFACT,ANXFACT,1.52.903,1.58.218,1.63.544,1.68.754,1.73.853,1.78.895,1.84.13,1.142.911,1.152.072,1.157.107,1.162.154,1.172.293,1.189.194,1.194.471,2.6.99,2.14.912,2.30.4,2.46.567,2.65.484,2.70.714,2.75.803,2.80.917,2.97.379,2.115.443,2.120.543,2.125.79,2.131.164,2.136.176,2.147.68,2.153.094,2.163.612,2.168.681,2.178.315,3.5.399,3.15.676,3.23.589,3.30.366,3.58.232,3.63.295,3.116.457,3.130.112,3.144.638,4.28.546,4.64.271,4.84.116,4.90.848,4.95.976,4.101.273,4.106.91,4.114.381,4.119.404,4.146.705,4.154.007,5.3.217,5.8.292,5.13.572,5.34.496,5.54.302,5.59.398,5.70.507,5.76.181,5.114.905,5.129.613,6.8.907,6.30.799,6.43.778,6.48.9,6.57.082,6.66.518,6.71.532,6.76.679,6.81.864,6.92.155,6.97.389,6.102.455,6.113.036,6.118.461,6.130.177,6.137.911,7.4.843,7.10.546,7.16.001,7.32.784,7.57.878,7.63.356,7.95.734,7.113.114,7.120.494,7.125.526,8.3.089,8.9.532,8.15.231,8.27.939,8.42.542,8.52.684,8.57.724,8.63.043,8.68.129,8.73.959,8.84.334,8.89.447,8.99.742,8.106.003,8.120.925,9.19.367,9.35.157,9.75.208,9.85.508,9.97.633,9.103.546,9.115.09,9.120.248,10.6.177,10.27.548,10.33.479,10.50.215,10.57.805,10.66.995,10.72.796,10.80.703,10.86.122,10.91.185,10.96.34,10.101.669,10.109.059,10.126.634,11.8.346,11.24.381,11.30.054,11.35.159,11.45.533,11.68.383,11.73.562,11.78.864,11.84.334,11.110.832,11.115.986,11.121.485,12.8.054,12.14.003,12.20.058,12.25.18,12.34.51,12.44.175,12.50.945,12.62.739,12.67.901,12.73.9,12.84.749,12.90.714,12.95.793,12.101.558,12.113.087,13.6.094,13.12.009,13.17.193,13.22.251,13.35.31,13.40.462,13.51.598,13.56.939,13.67.446,13.89.444,13.94.513,13.99.543,14.10.723,14.75.192,14.92.114,14.97.414,14.102.467,14.108.333,15.57.352,15.78.151,15.89.891,15.101.89,16.17.188,16.45.834,16.51.101,16.56.11,16.61.205,16.71.874,16.82.521,16.87.987,16.93.262,16.98.377,17.9.103,17.14.146,17.27.372,17.32.527,17.39.267,17.45.986,17.51.159,17.56.801,17.71.942,18.11.683,18.16.784,18.21.882,18.28.434,18.51.821,18.70.651,18.77.741,18.85.977,19.3.505,19.49.322,X.45.475,X.61.66,X.85.251,X.100.299,X.106.858,X.125.593,X.151.946
196342,0,0,25.38,4277.8,111,138,44.13,50.97,0.63,1.286,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,C,C,H,H,H,H,H,H,-,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,-,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,H,H,B,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,B,C,C,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,B,B,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,B,B,B,B,H
196343,0,0,28.08,4127.7,58,134,38.83,44.55,0.65,0.779,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,-,B,B,B,B,B,B,B,-,H,-,H,H,H,H,C,C,C,C,-,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,C,C,C,B,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,C,C,B,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,B,B,H,C,C,C,H,H,H,H,B,H,B,B,B,-,H,H,H
196344,0,0,14.52,2694.4,148,90,34.13,57.22,-0.58,-0.509,B,B,B,B,B,B,B,H,H,H,H,C,C,C,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,-,H,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,-,B,B,B,H,H,H,H,H,-,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,C,C,C,H,H,H,H,-,C,C,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,B,B,B,B,B,B,H,B,B,H,C,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,B,H,C,B,B,B,B,B,H,H,H,C,C,B,B,B,B,B,B,B
196345,0,0,38.08,2584.3,47,93,43.78,56.37,-1.22,2.277,C,C,C,C,C,C,B,C,C,C,C,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,B,B,B,H,H,H,-,H,H,H,H,H,H,H,-,-,H,H,H,H,H,H,H,H,H,B,H,C,H,H,H,H,H,H,C,-,C,H,H,H,H,H,H,H,H,-,C,C,-,C,H,-,C,C,-,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,B,H,H,B,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,B,B,B,B,B,C,C,C,B,B,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,B,B,B,B,B,B,H,H,H,-,B,B,B,B,B,B,B,C
205166,0,0,19.65,4222.6,108,152,40.48,48.08,0.98,0.426,C,C,C,C,C,C,C,C,-,-,H,H,H,-,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,B,C,C,C,C,C,C,H,H,H,C,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,-,H,H,H,H,H,H,H,H,-,-,-,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,C,C,C,C,-,H,B,B,B,B,B,B,H,H,H,H,-,-,C,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,C,-,H,C,H,H,H,H,B,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,C,H,H,-,-,C,C,B,B,B,B,B,B,B
205167,0,0,19.83,4004.1,188,141,34.48,50.37,1,-0.255,C,C,C,C,C,C,C,C,C,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,-,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,H,B,B,B,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,-,B,B,H,H,H,H,H,H,H,H,H,-,C,C,C,C,C,B,B,H,H,H,H,C,C,H,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,C,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H
205206,0,0,14.26,2979.3,52,100,36.99,67.81,-1.22,-0.09,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,C,C,C,C,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,B,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,-,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,B,B,B,B,B,-,H,H,H,H,B,B,H,H,H,H,H
205207,0,0,16.63,2785.9,104,104,46.16,69.63,-1.24,1.208,H,H,H,H,H,H,H,H,H,H,H,H,C,-,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,H,H,H,H,-,B,B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,-,C,C,C,C,C,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,H,H,H,H,H,B,B,B,B,B,B,B
205208,0,0,31.45,3831.5,137,120,43.54,59.17,-0.12,1.738,B,H,-,C,-,H,-,-,-,-,-,-,-,-,-,B,B,B,B,-,-,-,-,-,-,B,B,B,C,-,-,B,C,-,B,-,-,H,-,-,H,H,-,B,H,-,-,B,-,-,-,B,B,-,H,H,H,H,H,H,H,-,B,B,H,H,H,-,C,C,C,C,C,-,-,B,B,B,-,B,H,C,H,B,B,C,-,H,-,C,-,H,H,-,C,-,-,-,-,B,-,-,H,-,H,-,B,-,-,-,-,H,-,C,B,-,C,H,H,H,H,-,-,-,-,-,H,H,-,B,B,B,B,B,B,B,B,B,-,B,H,-,-,-,-,C,C,C,-,-,-,B,H,-,-,-,-,-,-,H,-,-,-,-,B,-,B,H,H,H,H,H,B,-,H,C,-,B,-,H,B,B,B,B,B,-,-,B,H,-,B,H,-,B,-,C,-,B,B,B,B,C,-,C,B,B,B,-,B,H,B
207507,0,0,15.08,2834.2,59,98,31.87,51.2,-0.45,-0.807,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,-,-,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,B,B,-,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,-,H,H,H,H,H,B,B,B,B,B,-,H,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,-,H,H,-,H,C,-,H,C,C,C,C,-,H,H,H,H,C,H,H,H,H,H,C,C,C,H,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,H,H,B,B,B,B,B,B,B
207508,0,0,17.3,2764.1,84,92,36.09,54.2,-0.66,-0.112,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,-,-,H,B,-,C,C,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,C,-,H,H,H,C,-,B,B,H,H,H,H,H,-,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,-,B,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,B,H,H,C,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,-,H,H,H,C,C,H,B,B,H,H,H,H,H
207509,0,0,16.97,5531.8,87,161,31.66,40.97,1.99,-0.974,H,H,H,H,H,H,H,C,C,C,C,C,C,C,B,B,B,B,B,H,H,H,H,H,H,H,H,C,C,C,C,C,H,-,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,C,H,H,C,C,C,C,C,C,-,-,H,H,H,-,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,C,C,C,C,C,C,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,C,-,H,H,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,B,H,B,B,B,H,H,H,H,H,B,B,B,B,H,C,C,C,C,C,C,H,H,H,B,H,H,H,H,H,H,B,B,B,C,C,-,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,B,H,H,H,H,H,H,B
207510,0,0,28.13,4105.6,107,145,38.19,46.6,0.86,0.723,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,B,-,B,B,B,B,B,H,H,H,C,H,B,B,B,B,B,B,-,B,B,-,C,C,H,H,H,H,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,C,C,H,H,H,H,H,H,H,-,H,H,H,H,B,B,B,B,B,B,B,B,B,B,C,H,H,H,H,-,-,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,-,-,H,-,H,B,-,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,H,B,H,H,H,H,H,H,H
209237,0,0,16.72,3716.8,52,124,33.85,52.82,0.09,-0.495,B,B,B,B,B,B,B,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,C,C,-,H,H,H,H,H,H,H,H,H,H,C,C,C,H,-,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,C,C,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,B,B,H,H,H,H,C,C,C,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,C,C,C,H,H,H,H,C,C,H,H,H,H,H,H,H
209238,0,0,16.05,4610.6,93,148,38.31,47.55,1.12,-0.111,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,C,C,C,B,B,B,B,B,H,H,H,H,-,B,B,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,B,B,B,B,B,B,B,B,B,B,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,B,B,B,C,C,C,H,B,B,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,-,H
209239,0,0,40.18,2270.5,55,83,39.99,58.48,-1.53,2.002,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,C,C,C,B,B,B,B,B,B,B,B,B,C,C,H,C,C,C,C,C,C,C,C,C,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,-,C,C,C,C,C,C,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,H,C,C,C,C,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,-,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,H,B,B,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,B,H,B,H,B,B,B,B,B,B
209240,0,0,17.13,2481.5,97,82,29.21,60.47,-1.09,-0.877,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,C,C,H,H,H,H,H,-,C,B,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,H,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,C,C,C,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,H,H,H,H,H,B,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,B,H,B,B,B,B,B,B,H,C,C,H,B,B,B,B,B,B,B,B,B,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,B,B,B,B,B,B,B
209241,0,0,19.17,4004.9,106,129,32.75,48,0.68,-0.528,H,H,B,H,H,H,H,B,B,B,B,B,B,B,H,H,B,H,-,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,C,C,B,B,B,B,H,H,H,H,H,-,H,H,H,-,C,C,C,C,C,C,C,C,H,H,H,-,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,C,C,C,C,C,C,H,B,B,B,B,H,H,C,C,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,C,C,C,B,B,B,B,B,B,C,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,B,H,H,H,H,H,H,H,H,C,B,B,B,B,B,B,B
210849,0,0,36.95,4185.7,73,146,42.92,48.35,0.58,1.914,H,H,H,H,-,C,C,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,B,B,H,H,C,C,C,C,C,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,B,B,B,B,B,B,B,-,H,H,H,H,H,C,C,C,C,C,C,-,H,H,H,H,B,B,H,H,H,-,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,B,B,B,B,H,H,H,H,H,H,H,H,C,C,C,C,C,C,B,H,H,H,B,B,B,B,B,B,B,B,B,H,B,B,H,H,H,H,H,H,H,B,B,B,B,H,C,C,C,H,H,H,H,B,B,B,B,B
210850,0,0,14.97,2787.5,118,97,34.3,57.23,-0.57,-0.462,B,B,B,B,B,B,B,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,C,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,-,-,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,-,H,H,H,B,B,B,B,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,C,C,C,C,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,H,H,H,H,H,H,H,H,B,B,H,H,H,H,B,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,C,H,H,B,B,B,B,B,B,B
210851,0,0,17.55,3503.5,88,119,35.39,53.22,0.04,-0.236,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,-,H,H,H,H,H,H,H,H,H,C,-,H,H,H,H,H,H,H,H,-,B,B,B,B,B,-,C,C,H,B,B,B,B,B,B,B,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,B,H,H,H,H,H,C,H,H,H,C,C,C,C,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,B
211862,0,0,6.69,2959.8,58,95,36.32,67.96,-1.19,-0.687,B,B,B,B,-,H,H,C,C,C,C,C,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,C,C,C,C,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,-,C,H,H,H,H,H,H,H,H,C,H,H,H,H,H,-,C,C,C,C,C,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,C,B,B,B,B,B,H,H
211863,0,0,5.43,3982.7,51,137,33.12,63.83,-0.06,-1.266,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,B,B,B,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,B,B,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B,C,C,C,H,H,B,B,B,H,H,B,B,B,B,B,B,B
211864,0,0,18.48,2562,81,87,37.54,66.4,-1.42,0.277,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,C,C,C,C,H,H,B,B,B,H,H,C,C,C,C,C,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,-,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,B,B,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,C,C,C,C,C,H,H,H,H,C,B,B,H,H,H,H,H
211868,0,0,24.25,4447.8,122,166,39.83,49.75,1.18,0.664,B,B,B,B,B,B,B,H,H,H,H,H,C,C,H,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,B,B,B,B,B,B,B,B,H,-,H,H,H,C,H,H,H,H,H,-,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,H,C,C,C,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,-,H,C,C,C,C,C,C,C,C,C,C,C,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H
211869,0,0,16.53,5427.9,187,173,36.33,46.25,2.17,-0.387,H,H,H,H,H,H,H,C,C,C,C,C,H,H,-,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,B,B,B,B,B,B,B,B,B,B,-,H,H,H,H,H,B,B,B,B,B,-,C,H,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,H,H,B,B,B,B,B,B,B,B,B,-,H,C,C,C,C,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,H,C,C,C,C,C,C,C,C,H,H,H,C,C,C,C,C,C,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,B,B,B,B,B,B,B
211870,0,0,18.47,4693.8,115,156,36.07,57.78,0.84,-0.123,C,C,C,C,C,C,C,H,H,H,H,H,H,H,-,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,C,C,C,C,C,C,C,H,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,-,B,B,B,B,B,B,B,B,B,H,B,B,H,H,H,-,H,H,H,H,H,H,H,C,C,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,C,C,H,C,C,C,C,C,C,C,C,C,C,C,C,H,C,C,C,C,C,C,C,C,C,C,H,H,B,H,H,H,H,H,H,H,H,H,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,C,C,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,B
